person_id,first_name,last_name,display_last_comma_first
203515,Phil,Pressey,"Pressey, Phil"
2742,Sebastian,Telfair,"Telfair, Sebastian"
203915,Spencer,Dinwiddie,"Dinwiddie, Spencer"
2246,Mehmet,Okur,"Okur, Mehmet"
203473,Dewayne,Dedmon,"Dedmon, Dewayne"
2037,Jamal,Crawford,"Crawford, Jamal"
203087,Jeremy,Lamb,"Lamb, Jeremy"
2217,Brendan,Haywood,"Haywood, Brendan"
203552,Seth,Curry,"Curry, Seth"
203123,Kostas,Papanikolaou,"Papanikolaou, Kostas"
201238,Mario,West,"West, Mario"
201150,Spencer,Hawes,"Hawes, Spencer"
2624,Quinton,Ross,"Ross, Quinton"
202690,Jimmer,Fredette,"Fredette, Jimmer"
2230,Maurice,Evans,"Evans, Maurice"
2248,Earl,Watson,"Watson, Earl"
203263,James,Nunnally,"Nunnally, James"
101189,James,Singleton,"Singleton, James"
2209,Vladimir,Radmanovic,"Radmanovic, Vladimir"
202375,Magnum,Rolle,"Rolle, Magnum"
201987,Robert,Vaden,"Vaden, Robert"
202732,DeAndre,Liggins,"Liggins, DeAndre"
2748,Dorell,Wright,"Wright, Dorell"
2730,Dwight,Howard,"Howard, Dwight"
202197,Shane,Edwards,"Edwards, Shane"
202364,Da'Sean,Butler,"Butler, Da'Sean"
202701,Nolan,Smith,"Smith, Nolan"
203946,Cameron,Bairstow,"Bairstow, Cameron"
202620,Arinze,Onuaku,"Onuaku, Arinze"
204037,Travis,Wear,"Wear, Travis"
2590,Mo,Williams,"Williams, Mo"
201565,Derrick,Rose,"Rose, Derrick"
201041,Walker,Russell,"Russell, Walker"
2067,Eddie,House,"House, Eddie"
203564,Kalin,Lucas,"Lucas, Kalin"
201991,Lester,Hudson,"Hudson, Lester"
203546,Ian,Clark,"Clark, Ian"
203317,Tim,Ohlbrecht,"Ohlbrecht, Tim"
202374,Solomon,Alabi,"Alabi, Solomon"
2399,Mike,Dunleavy,"Dunleavy, Mike"
2072,Michael,Redd,"Redd, Michael"
201166,Aaron,Brooks,"Brooks, Aaron"
201587,Nicolas,Batum,"Batum, Nicolas"
203318,Glen,"Rice Jr.","Rice Jr., Glen"
202347,Quincy,Pondexter,"Pondexter, Quincy"
101131,Jason,Maxiell,"Maxiell, Jason"
2202,Jason,Richardson,"Richardson, Jason"
200789,Daniel,Gibson,"Gibson, Daniel"
203501,Tim,"Hardaway Jr.","Hardaway Jr., Tim"
203502,Tony,Mitchell,"Mitchell, Tony"
203183,Tony,Mitchell,"Mitchell, Tony"
201937,Ricky,Rubio,"Rubio, Ricky"
203156,Henry,Sims,"Sims, Henry"
202695,Kawhi,Leonard,"Leonard, Kawhi"
2405,Amar'e,Stoudemire,"Stoudemire, Amar'e"
204065,David,Stockton,"Stockton, David"
201975,Jodie,Meeks,"Meeks, Jodie"
202366,Jerome,Jordan,"Jordan, Jerome"
201590,Donte,Greene,"Greene, Donte"
1737,Nazr,Mohammed,"Mohammed, Nazr"
203949,"James Michael",McAdoo,"McAdoo, James Michael"
201563,Michael,Beasley,"Beasley, Michael"
978,Peja,Stojakovic,"Stojakovic, Peja"
203545,Miroslav,Raduljica,"Raduljica, Miroslav"
201234,Trey,Johnson,"Johnson, Trey"
201157,Sean,Williams,"Williams, Sean"
201933,Blake,Griffin,"Griffin, Blake"
200765,Rajon,Rondo,"Rondo, Rajon"
948,Marcus,Camby,"Camby, Marcus"
201945,Gerald,Henderson,"Henderson, Gerald"
1894,Corey,Maggette,"Maggette, Corey"
2853,Earl,Barron,"Barron, Earl"
201142,Kevin,Durant,"Durant, Kevin"
201942,DeMar,DeRozan,"DeRozan, DeMar"
203496,Robert,Covington,"Covington, Robert"
467,Jason,Kidd,"Kidd, Jason"
