players_espn_id,player_id,player_name,college_name,height,weight,player_url,pos,jersey
490,3892818,Emmanuel Mudiay, ,6-5,200,http://www.espn.com/nba/player/_/id/3892818/emmanuel-mudiay,PG,0
491,3936299,Jamal Murray,Kentucky,6-4,207,http://www.espn.com/nba/player/_/id/3936299/jamal-murray,SG,27
492,2439,Jameer Nelson,Saint Joseph's,6-0,190,http://www.espn.com/nba/player/_/id/2439/jameer-nelson,PG,1
493,3102530,Jusuf Nurkic, ,7-0,280,http://www.espn.com/nba/player/_/id/3102530/jusuf-nurkic,C,23
494,2581084,Johnny O'Bryant III,LSU,6-9,257,http://www.espn.com/nba/player/_/id/2581084/johnny-o'bryant-iii,PF,9
495,4267,Cole Aldrich,Kansas,6-11,250,http://www.espn.com/nba/player/_/id/4267/cole-aldrich,C,45
496,4269,Nemanja Bjelica, ,6-10,225,http://www.espn.com/nba/player/_/id/4269/nemanja-bjelica,PF,88
497,2534781,Gorgui Dieng,Louisville,6-11,240,http://www.espn.com/nba/player/_/id/2534781/gorgui-dieng,PF,5
498,2991139,Kris Dunn,Providence,6-4,205,http://www.espn.com/nba/player/_/id/2991139/kris-dunn,PG,3
499,3994,Jordan Hill,Arizona,6-10,240,http://www.espn.com/nba/player/_/id/3994/jordan-hill,PF,27
500,3135046,Tyus Jones,Duke,6-2,195,http://www.espn.com/nba/player/_/id/3135046/tyus-jones,PG,1
501,3064440,Zach LaVine,UCLA,6-5,185,http://www.espn.com/nba/player/_/id/3064440/zach-lavine,PG,8
502,2993875,Shabazz Muhammad,UCLA,6-6,223,http://www.espn.com/nba/player/_/id/2993875/shabazz-muhammad,SF,15
503,2531100,Adreian Payne,Michigan State,6-10,237,http://www.espn.com/nba/player/_/id/2531100/adreian-payne,PF,33
504,3453,Nikola Pekovic, ,6-11,307,http://www.espn.com/nba/player/_/id/3453/nikola-pekovic,C,14
505,4011,Ricky Rubio, ,6-4,190,http://www.espn.com/nba/player/_/id/4011/ricky-rubio,PG,9
506,3457,Brandon Rush,Kansas,6-6,225,http://www.espn.com/nba/player/_/id/3457/brandon-rush,SG,4
507,3136195,Karl-Anthony Towns,Kentucky,7-0,244,http://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,C,32
508,3059319,Andrew Wiggins,Kansas,6-8,199,http://www.espn.com/nba/player/_/id/3059319/andrew-wiggins,SF,22
509,2995702,Alex Abrines, ,6-6,190,http://www.espn.com/nba/player/_/id/2995702/alex-abrines,SG,8
510,2991235,Steven Adams,Pittsburgh,7-0,255,http://www.espn.com/nba/player/_/id/2991235/steven-adams,C,12
511,2983526,Semaj Christon,Xavier,6-3,190,http://www.espn.com/nba/player/_/id/2983526/semaj-christon,PG,6
512,1978,Nick Collison,Kansas,6-10,255,http://www.espn.com/nba/player/_/id/1978/nick-collison,PF,4
513,2991070,Jerami Grant,Syracuse,6-9,210,http://www.espn.com/nba/player/_/id/2991070/jerami-grant,SF,9
514,2531364,Josh Huestis,Stanford,6-7,230,http://www.espn.com/nba/player/_/id/2531364/josh-huestis,SF,34
515,6447,Enes Kanter,Kentucky,6-11,245,http://www.espn.com/nba/player/_/id/6447/enes-kanter,C,11
516,2959753,Joffrey Lauvergne, ,6-11,220,http://www.espn.com/nba/player/_/id/2959753/joffrey-lauvergne,C,77
517,3474,Anthony Morrow,Georgia Tech,6-5,210,http://www.espn.com/nba/player/_/id/3474/anthony-morrow,SG,2
518,2527963,Victor Oladipo,Indiana,6-4,210,http://www.espn.com/nba/player/_/id/2527963/victor-oladipo,SG,5
519,3064230,Cameron Payne,Murray State,6-3,185,http://www.espn.com/nba/player/_/id/3064230/cameron-payne,PG,22
520,2530596,Andre Roberson,Colorado,6-7,210,http://www.espn.com/nba/player/_/id/2530596/andre-roberson,SF,21
521,3155942,Domantas Sabonis,Gonzaga,6-11,240,http://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,PF,3
522,6469,Kyle Singler,Duke,6-8,228,http://www.espn.com/nba/player/_/id/6469/kyle-singler,SF,15
523,3468,Russell Westbrook,UCLA,6-3,200,http://www.espn.com/nba/player/_/id/3468/russell-westbrook,PG,0
524,4248,Al-Farouq Aminu,Wake Forest,6-9,220,http://www.espn.com/nba/player/_/id/4248/al-farouq-aminu,SF,8
525,2578239,Pat Connaughton,Notre Dame,6-5,210,http://www.espn.com/nba/player/_/id/2578239/pat-connaughton,SG,5
526,2531210,Allen Crabbe,California,6-6,215,http://www.espn.com/nba/player/_/id/2531210/allen-crabbe,SG,23
